Name,Symbol,Industry,SubIndustry,SandP,Dow,Country,Region
Senior Housing Properties Trust,SNH,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States
Scripps Networks Interactive Inc. Cl A,SNI,Consumer Services,Broadcasting and Entertainment,YES,NO,United States,United States
Smith & Nephew PLC,SNN,Health Care,Medical Equipment,NO,NO,United Kingdom,Europe
China Petroleum & Chemical Corp.,SNP,Oil and Gas,Integrated Oil and Gas,NO,NO,China,Asia-Pacific
Synovus Financial Corp.,SNV,Financials,Banks,NO,NO,United States,United States
SYNNEX Corp.,SNX,Technology,Computer Hardware,NO,NO,United States,United States
Sanofi-Aventis,SNY,Health Care,Pharmaceuticals,NO,NO,France,Europe
Southern Co.,SO,Utilities,Conventional Electricity,YES,NO,United States,United States
Solutia Inc.,SOA,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
ReneSola Ltd.,SOL,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific
Sonoco Products Co.,SON,Industrials,Containers and Packaging,NO,NO,United States,United States
Sparton Corp.,SPA,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
Spectrum Brands Holdings Inc.,SPB,Consumer Goods,undefined,NO,NO,United States,United States
Standard Pacific Corp.,SPF,Consumer Goods,Home Construction,NO,NO,United States,United States
Simon Property Group Inc.,SPG,Financials,Retail Real Estate Investment Trusts,YES,NO,United States,United States
Superior Energy Services Inc.,SPN,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Sappi Ltd.,SPP,Basic Materials,Paper,NO,NO,South Africa,MidEast-Africa
Spirit AeroSystems Hldgs Inc. Cl A,SPR,Industrials,Aerospace,NO,NO,United States,United States
SPX Corp.,SPW,Industrials,Industrial Machinery,NO,NO,United States,United States
Sociedad Quimica y Minera De Chile S.A.,SQM,Basic Materials,Specialty Chemicals,NO,NO,Chile,Latin America
Sequans Communications S.A.,SQNS,Technology,undefined,NO,NO,France,Europe
Standard Register Co.,SR,Industrials,Business Support Services,NO,NO,United States,United States
Sempra Energy,SRE,Utilities,Multiutilities,YES,NO,United States,United States
Stoneridge Inc.,SRI,Consumer Goods,Auto Parts,NO,NO,United States,United States
Startek Inc.,SRT,Industrials,Business Support Services,NO,NO,United States,United States
Sunrise Senior Living Inc.,SRZ,Health Care,Health Care Providers,NO,NO,United States,United States
Simpson Manufacturing Co.,SSD,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Stage Stores Inc.,SSI,Consumer Services,Apparel Retailers,NO,NO,United States,United States
Sasol Ltd.,SSL,Oil and Gas,Integrated Oil and Gas,NO,NO,South Africa,MidEast-Africa
E.W. Scripps Co. Cl A,SSP,Consumer Services,Publishing,NO,NO,United States,United States
Sovran Self Storage Inc.,SSS,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States
Seaspan Corp.,SSW,Industrials,Marine Transportation,NO,NO,Canada,Canada
STAG Industrial Inc.,STAG,Financials,undefined,NO,NO,United States,United States
Stewart Information Services Corp.,STC,Financials,Mortgage Finance,NO,NO,United States,United States
Banco Santander S.A.,STD,Financials,Banks,NO,NO,Spain,Europe
Steris Corp.,STE,Health Care,Medical Equipment,NO,NO,United States,United States
SunTrust Banks Inc.,STI,Financials,Banks,YES,NO,United States,United States
St. Jude Medical Inc.,STJ,Health Care,Medical Equipment,YES,NO,United States,United States
Sterling Bancorp,STL,Financials,Banks,NO,NO,United States,United States
STMicroelectronics N.V.,STM,Technology,Semiconductors,NO,NO,Italy,Europe
Stantec Inc.,STN,Industrials,Business Support Services,NO,NO,Canada,Canada
Scorpio Tankers Inc.,STNG,Industrials,undefined,NO,NO,United States,United States
Statoil ASA,STO,Oil and Gas,Integrated Oil and Gas,NO,NO,Norway,Europe
Suntech Power Holdings Co. Ltd.,STP,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific
Questar Corp.,STR,Utilities,Gas Distribution,YES,NO,United States,United States
STR Holdings Inc.,STRI,Oil and Gas,Renewable Energy Equipment,NO,NO,United States,United States
State Street Corp.,STT,Financials,Asset Managers,YES,NO,United States,United States
China Digital TV Holding Co. Ltd.,STV,Industrials,Electronic Equipment,NO,NO,United States,United States
Starwood Property Trust Inc.,STWD,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
Constellation Brands Inc. Cl A,STZ,Consumer Goods,Distillers and Vintners,YES,NO,United States,United States
Constellation Brands Inc. Cl B,STZ-B,Consumer Goods,Distillers and Vintners,NO,NO,United States,United States
Suncor Energy Inc.,SU,Oil and Gas,Integrated Oil and Gas,NO,NO,Canada,Canada
Southern Union Co.,SUG,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Sun Communities Inc.,SUI,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States
Sunoco Inc.,SUN,Oil and Gas,Exploration and Production,YES,NO,United States,United States
Superior Industries International Inc.,SUP,Consumer Goods,Auto Parts,NO,NO,United States,United States
Silvercorp Metals Inc.,SVM,Basic Materials,Platinum and Precious Metals,NO,NO,Canada,Canada
7 Days Group Holdings Ltd.,SVN,Consumer Services,Hotels,NO,NO,China,Asia-Pacific
Supervalu Inc.,SVU,Consumer Services,Food Retailers and Wholesalers,YES,NO,United States,United States
Stillwater Mining Co.,SWC,Basic Materials,Platinum and Precious Metals,NO,NO,United States,United States
Swift Transportation Co. Cl A,SWFT,Industrials,undefined,NO,NO,United States,United States
SolarWinds Inc.,SWI,Technology,Software,NO,NO,United States,United States
Stanley Black & Decker Inc,SWK,Consumer Goods,Durable Household Products,YES,NO,United States,United States
Schweitzer-Mauduit International Inc.,SWM,Consumer Goods,Tobacco,NO,NO,United States,United States
Southwestern Energy Co.,SWN,Oil and Gas,Exploration and Production,YES,NO,United States,United States
SWS Group Inc.,SWS,Financials,Investment Services,NO,NO,United States,United States
Southwest Gas Corp.,SWX,Utilities,Gas Distribution,NO,NO,United States,United States
Safeway Inc.,SWY,Consumer Services,Food Retailers and Wholesalers,YES,NO,United States,United States
SunCoke Energy Inc.,SXC,Basic Materials,undefined,NO,NO,United States,United States
Standex International Corp.,SXI,Industrials,Industrial Machinery,NO,NO,United States,United States
Sensient Technologies Corp.,SXT,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Symetra Financial Corp.,SYA,Financials,Insurance,NO,NO,United States,United States
Stryker Corp.,SYK,Health Care,Medical Equipment,YES,NO,United States,United States
Syswin Inc.,SYSW,Financials,undefined,NO,NO,China,Asia-Pacific
Syngenta AG,SYT,Basic Materials,Specialty Chemicals,NO,NO,Switzerland,Europe
Systemax Inc.,SYX,Technology,Computer Hardware,NO,NO,United States,United States
Sysco Corp.,SYY,Consumer Services,Food Retailers and Wholesalers,YES,NO,United States,United States
AT&T Inc.,T,Telecommunications,Fixed Line Telecommunications,YES,YES,United States,United States
Transalta Corp.,TAC,Utilities,Conventional Electricity,NO,NO,Canada,Canada
TAL International Group Inc.,TAL,Industrials,Transportation Services,NO,NO,United States,United States
Taomee Holdings Ltd.,TAOM,Consumer Goods,undefined,NO,NO,China,Asia-Pacific
Molson Coors Brewing Co. Cl B,TAP,Consumer Goods,Brewers,YES,NO,United States,United States
Molson Coors Brewing Co. Cl A,TAP-A,Consumer Goods,undefined,NO,NO,United States,United States
TrueBlue Inc.,TBI,Industrials,Business Training and Employment Agencies,NO,NO,United States,United States
Thompson Creek Metals Co. Inc.,TC,Basic Materials,General Mining,NO,NO,United States,United States
TCF Financial Corp.,TCB,Financials,Banks,NO,NO,United States,United States
Transcontinental Realty Investors,TCI,Financials,Real Estate Holding and Development,NO,NO,United States,United States
Teck Resources Ltd.,TCK,Basic Materials,Nonferrous Metals,NO,NO,Canada,Canada
Tata Communications Ltd.,TCL,Telecommunications,Fixed Line Telecommunications,NO,NO,India,Asia-Pacific
Taubman Centers Inc.,TCO,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Toronto-Dominion Bank,TD,Financials,Banks,NO,NO,Canada,Canada
Teradata Corp.,TDC,Technology,Computer Services,YES,NO,United States,United States
TransDigm Group Inc.,TDG,Industrials,Aerospace,NO,NO,United States,United States
Telephone & Data Systems Inc.,TDS,Telecommunications,Mobile Telecommunications,NO,NO,United States,United States
Telephone & Data Systems Inc. Cl S,TDS-S,Telecommunications,Mobile Telecommunications,NO,NO,United States,United States
Tidewater Inc.,TDW,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Teledyne Technologies Inc.,TDY,Industrials,Aerospace,NO,NO,United States,United States
Teco Energy Inc.,TE,Utilities,Conventional Electricity,YES,NO,United States,United States
Teavana Holdings Inc.,TEA,Consumer Services,undefined,NO,NO,United States,United States
Telefonica S.A.,TEF,Telecommunications,Fixed Line Telecommunications,NO,NO,Spain,Europe
Integrys Energy Group Inc.,TEG,Utilities,Multiutilities,YES,NO,United States,United States
Tyco Electronics Ltd.,TEL,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
Tenneco Inc.,TEN,Consumer Goods,Auto Parts,NO,NO,United States,United States
Telecom Argentina S.A.,TEO,Telecommunications,Fixed Line Telecommunications,NO,NO,Argentina,Latin America
Teradyne Inc.,TER,Technology,Semiconductors,YES,NO,United States,United States
Box Ships Inc.,TEU,Industrials,undefined,NO,NO,United States,United States
Terex Corp.,TEX,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Teleflex Inc.,TFX,Industrials,Diversified Industrials,NO,NO,United States,United States
Tredegar Corp.,TG,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Textainer Group Holdings Ltd.,TGH,Industrials,Transportation Services,NO,NO,United States,United States
Triumph Group Inc.,TGI,Industrials,Aerospace,NO,NO,United States,United States
Transportadora de Gas del Sur S.A.,TGS,Oil and Gas,Pipelines,NO,NO,Argentina,Latin America
Target Corp.,TGT,Consumer Services,Broadline Retailers,YES,NO,United States,United States
Theragenics Corp.,TGX,Health Care,Medical Supplies,NO,NO,United States,United States
Tenet Healthcare Corp.,THC,Health Care,Health Care Providers,YES,NO,United States,United States
Hanover Insurance Group Inc.,THG,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Tim Hortons Inc.,THI,Consumer Services,Restaurants and Bars,NO,NO,Canada,Canada
Thor Industries Inc.,THO,Consumer Goods,Recreational Products,NO,NO,United States,United States
Thermon Group Holdings Inc.,THR,Industrials,undefined,NO,NO,United States,United States
TreeHouse Foods Inc.,THS,Consumer Goods,Food Products,NO,NO,United States,United States
Telecom Italia S.p.A.,TI,Telecommunications,Fixed Line Telecommunications,NO,NO,Italy,Europe
Titanium Metals Corp.,TIE,Basic Materials,Nonferrous Metals,YES,NO,United States,United States
Tiffany & Co.,TIF,Consumer Services,Specialty Retailers,YES,NO,United States,United States
Temple-Inland Inc.,TIN,Industrials,Containers and Packaging,NO,NO,United States,United States
TJX Cos.,TJX,Consumer Services,Apparel Retailers,YES,NO,United States,United States
Teekay Corp.,TK,Industrials,Marine Transportation,NO,NO,United States,United States
Turkcell Iletisim Hizmetleri A.S.,TKC,Telecommunications,Mobile Telecommunications,NO,NO,Turkey,MidEast-Africa
Timken Co.,TKR,Industrials,Industrial Machinery,NO,NO,United States,United States
Talbots Inc.,TLB,Consumer Services,Apparel Retailers,NO,NO,United States,United States
Telekomunikasi Indonesia,TLK,Telecommunications,Fixed Line Telecommunications,NO,NO,Indonesia,Asia-Pacific
Talisman Energy Inc.,TLM,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada
Toyota Motor Corp.,TM,Consumer Goods,Automobiles,NO,NO,Japan,Asia-Pacific
Team Health Holding Inc.,TMH,Health Care,Health Care,NO,NO,United States,United States
Torchmark Corp.,TMK,Financials,Life Insurance,YES,NO,United States,United States
Grupo TMM S.A.B.,TMM,Industrials,Transportation Services,NO,NO,Mexico,Latin America
Thermo Fisher Scientific Inc.,TMO,Health Care,Medical Equipment,YES,NO,United States,United States
TMS International Corp. Cl A,TMS,Basic Materials,undefined,NO,NO,United States,United States
Telefonos de Mexico S.A.B. de C.V.,TMX,Telecommunications,Fixed Line Telecommunications,NO,NO,Mexico,Latin America
Thomas & Betts Corp.,TNB,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
Tennant Co.,TNC,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Teekay Tankers Ltd.,TNK,Oil and Gas,Oil Equipment and Services,NO,NO,Greece,Europe
Tsakos Energy Navigation Ltd.,TNP,Industrials,Marine Transportation,NO,NO,Greece,Europe
TNS Inc.,TNS,Technology,Telecommunications Equipment,NO,NO,United States,United States
Toll Brothers Inc.,TOL,Consumer Goods,Home Construction,NO,NO,United States,United States
Total S.A.,TOT,Oil and Gas,Integrated Oil and Gas,NO,NO,France,Europe
Tower International Inc.,TOWR,Consumer Goods,undefined,NO,NO,United States,United States
Tutor Perini Corp.,TPC,Industrials,Heavy Construction,NO,NO,United States,United States
Texas Pacific Land Trust Sub Share Ctf,TPL,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Tempur-Pedic International Inc.,TPX,Consumer Goods,Furnishings,NO,NO,United States,United States
Tootsie Roll Industries Inc.,TR,Consumer Goods,Food Products,NO,NO,United States,United States
Tejon Ranch Co.,TRC,Financials,Real Estate Holding and Development,NO,NO,United States,United States
Trex Co. Inc.,TREX,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Targa Resources Corp.,TRGP,Oil and Gas,undefined,NO,NO,United States,United States
TransAtlantic Holdings Inc.,TRH,Financials,Reinsurance,NO,NO,United States,United States
Thomson Reuters Corp.,TRI,Consumer Services,Publishing,NO,NO,Canada,Canada
Speedway Motorsports Inc.,TRK,Consumer Services,Recreational Services,NO,NO,United States,United States
Trinity Industries Inc.,TRN,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Terreno Realty Corp.,TRNO,Financials,undefined,NO,NO,United States,United States
TransCanada Corp.,TRP,Oil and Gas,Pipelines,NO,NO,Canada,Canada
TRC Cos. Inc.,TRR,Industrials,Heavy Construction,NO,NO,United States,United States
Travelers Cos. Inc.,TRV,Financials,Property and Casualty Insurance,YES,YES,United States,United States
TRW Automotive Holdings Corp.,TRW,Consumer Goods,Auto Parts,NO,NO,United States,United States
Tenaris S.A.,TS,Basic Materials,Iron and Steel,NO,NO,Italy,Europe
Trina Solar Ltd.,TSL,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific
Taiwan Semiconductor Manufacturing Co.,TSM,Technology,Semiconductors,NO,NO,Taiwan,Asia-Pacific
Tyson Foods Inc. Cl A,TSN,Consumer Goods,Food Products,YES,NO,United States,United States
Tesoro Corp.,TSO,Oil and Gas,Exploration and Production,YES,NO,United States,United States
Total System Services Inc.,TSS,Industrials,Financial Administration,YES,NO,United States,United States
Toro Co.,TTC,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Tetra Technologies Inc.,TTI,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Tata Motors Ltd.,TTM,Industrials,Commerical Vehicles and Trucks,NO,NO,India,Asia-Pacific
TELUS Corp. Non Voting shares,TU,Telecommunications,Fixed Line Telecommunications,NO,NO,Canada,Canada
Mac-Gray Corp.,TUC,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States
Tupperware Brands Corp.,TUP,Consumer Goods,Durable Household Products,NO,NO,United States,United States
Grupo Televisa S.A. de C.V.,TV,Consumer Services,Broadcasting and Entertainment,NO,NO,Mexico,Latin America
Lin TV Corp.,TVL,Consumer Services,Broadcasting and Entertainment,NO,NO,United States,United States
Towers Watson & Co. Cl A,TW,Industrials,Industrial Goods and Services,NO,NO,United States,United States
Time Warner Cable Inc.,TWC,Consumer Services,Broadcasting and Entertainment,YES,NO,United States,United States
Titan International Inc.,TWI,Consumer Goods,Tires,NO,NO,United States,United States
Two Harbors Investment Corp.,TWO,Financials,undefined,NO,NO,United States,United States
Time Warner Inc.,TWX,Consumer Services,Broadcasting and Entertainment,YES,NO,United States,United States
TERNIUM S.A.,TX,Basic Materials,Iron and Steel,NO,NO,Mexico,Latin America
Texas Industries Inc.,TXI,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Texas Instruments Inc.,TXN,Technology,Semiconductors,YES,NO,United States,United States
Textron Inc.,TXT,Industrials,Aerospace,YES,NO,United States,United States
Tyco International Ltd.,TYC,Industrials,Diversified Industrials,NO,NO,United States,United States
Tyler Technologies Inc.,TYL,Technology,Computer Services,NO,NO,United States,United States
Under Armour Inc. Cl A,UA,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
United Continental Holdings Inc.,UAL,Consumer Services,undefined,NO,NO,United States,United States
Universal American Corp.,UAM,Health Care,Health Care Providers,NO,NO,United States,United States
Urstadt Biddle Properties Inc. Cl A,UBA,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Urstadt Biddle Properties Inc.,UBP,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
UBS AG,UBS,Financials,Banks,NO,NO,Switzerland,Europe
UDR Inc.,UDR,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States
Unifi Inc.,UFI,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
Domtar Corp.,UFS,Basic Materials,Paper,NO,NO,United States,United States
UGI Corp.,UGI,Utilities,Gas Distribution,NO,NO,United States,United States
Universal Health Services Inc. Cl B,UHS,Health Care,Health Care Providers,NO,NO,United States,United States
Universal Health Realty Income Trust,UHT,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States
UIL Holdings Corp.,UIL,Utilities,Conventional Electricity,NO,NO,United States,United States
Unisys Corp.,UIS,Technology,Computer Services,NO,NO,United States,United States
Unilever PLC,UL,Consumer Goods,Food Products,NO,NO,United Kingdom,Europe
United Microelectronics Corp.,UMC,Technology,Semiconductors,NO,NO,Taiwan,Asia-Pacific
Unilever N.V.,UN,Consumer Goods,Food Products,NO,NO,Netherlands,Europe
UniFirst Corp.,UNF,Industrials,Business Support Services,NO,NO,United States,United States
UnitedHealth Group Inc.,UNH,Health Care,Health Care Providers,YES,NO,United States,United States
Unum Group,UNM,Financials,Life Insurance,YES,NO,United States,United States
Union Pacific Corp.,UNP,Industrials,Railroads,YES,NO,United States,United States
UniSource Energy Corp.,UNS,Utilities,Conventional Electricity,NO,NO,United States,United States
Unit Corp.,UNT,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Ultra Petroleum Corp.,UPL,Oil and Gas,Exploration and Production,NO,NO,United States,United States
United Parcel Service Inc. Cl B,UPS,Industrials,Delivery Services,YES,NO,United States,United States
United Rentals Inc.,URI,Industrials,Business Support Services,NO,NO,United States,United States
URS Corp.,URS,Industrials,Business Support Services,NO,NO,United States,United States
U.S. Bancorp,USB,Financials,Banks,YES,NO,United States,United States
USG Corp.,USG,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
U.S. Cellular Corp.,USM,Telecommunications,Mobile Telecommunications,NO,NO,United States,United States
USANA Health Sciences Inc.,USNA,Consumer Goods,undefined,NO,NO,United States,United States
USEC Inc.,USU,Basic Materials,Nonferrous Metals,NO,NO,United States,United States
Universal Travel Group,UTA,Consumer Services,Travel and Tourism,NO,NO,United States,United States
Universal Technical Institute Inc.,UTI,Industrials,Business Training and Employment Agencies,NO,NO,United States,United States
Unitil Corp.,UTL,Utilities,Conventional Electricity,NO,NO,United States,United States
United Technologies Corp.,UTX,Industrials,Aerospace,YES,YES,United States,United States
Universal Corp.,UVV,Consumer Goods,Tobacco,NO,NO,United States,United States
US Gold Corp.,UXG,Basic Materials,undefined,NO,NO,United States,United States
VISA Inc. Cl A,V,Financials,Consumer Finance,NO,NO,United States,United States
Marriott Vacations Worldwide Corp.,VAC,Consumer Services,undefined,NO,NO,United States,United States
Valspar Corp.,VAL,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Vale S.A.,VALE,Basic Materials,Iron and Steel,NO,NO,Brazil,Latin America
Varian Medical Systems Inc.,VAR,Health Care,Medical Equipment,YES,NO,United States,United States
Visteon Corp.,VC,Consumer Goods,undefined,NO,NO,United States,United States
Valassis Communications Inc.,VCI,Consumer Services,Media Agencies,NO,NO,United States,United States
Vina Concha y Toro S.A.,VCO,Consumer Goods,Distillers and Vintners,NO,NO,Chile,Latin America
Veolia Environnement,VE,Utilities,Water,NO,NO,France,Europe
VF Corp.,VFC,Consumer Goods,Clothing and Accessories,YES,NO,United States,United States
Vonage Holdings Corp.,VG,Telecommunications,Fixed Line Telecommunications,NO,NO,United States,United States
Vector Group Ltd.,VGR,Consumer Goods,Tobacco,NO,NO,United States,United States
Valhi Inc.,VHI,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Vanguard Health Systems Inc.,VHS,Health Care,undefined,NO,NO,United States,United States
Vimpel Communications,VIP,Telecommunications,Mobile Telecommunications,NO,NO,Russia,Asia-Pacific
Vanceinfo Technologies Inc.,VIT,Technology,Software,NO,NO,China,Asia-Pacific
Valero Energy Corp.,VLO,Oil and Gas,Exploration and Production,YES,NO,United States,United States
Valley National Bancorp,VLY,Financials,Banks,NO,NO,United States,United States
Vulcan Materials Co.,VMC,Industrials,Building Materials and Fixtures,YES,NO,United States,United States
Valmont Industries Inc.,VMI,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
VMware Inc.,VMW,Technology,Software,NO,NO,United States,United States
Vornado Realty Trust,VNO,Financials,Industrial and Office Real Estate Investment Trusts,YES,NO,United States,United States
Vishay Precision Group Inc.,VPG,Industrials,undefined,NO,NO,United States,United States
Venoco Inc.,VQ,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Validus Holdings Ltd.,VR,Financials,Reinsurance,NO,NO,United States,United States
Verso Paper Corp.,VRS,Basic Materials,Paper,NO,NO,United States,United States
Valeant Pharmaceuticals International,VRX,Health Care,Pharmaceuticals,NO,NO,United States,United States
Vishay Intertechnology Inc.,VSH,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
Vitamin Shoppe Inc.,VSI,Consumer Services,Food Retailers and Wholesalers,NO,NO,United States,United States
Ventas Inc.,VTR,Financials,Specialty Real Estate Investment Trusts,YES,NO,United States,United States
Vectren Corp.,VVC,Utilities,Multiutilities,NO,NO,United States,United States
Viad Corp.,VVI,Industrials,Business Support Services,NO,NO,United States,United States
Verizon Communications Inc.,VZ,Telecommunications,Fixed Line Telecommunications,YES,YES,United States,United States
Wabtec,WAB,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Walgreen Co.,WAG,Consumer Services,Drug Retailers,YES,NO,United States,United States
Wesco Aircraft Holdings Inc.,WAIR,Industrials,undefined,NO,NO,United States,United States
Western Alliance Bancorp.,WAL,Financials,Banks,NO,NO,United States,United States
Waters Corp.,WAT,Health Care,Medical Equipment,YES,NO,United States,United States
WABCO Holdings Inc.,WBC,Consumer Goods,Auto Parts,NO,NO,United States,United States
Westpac Banking Corp.,WBK,Financials,Banks,NO,NO,Australia,Asia-Pacific
Webster Financial Corp.,WBS,Financials,Banks,NO,NO,United States,United States
Wesco International Inc.,WCC,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
WellCare Health Plans Inc.,WCG,Health Care,Health Care Providers,NO,NO,United States,United States
Waste Connections Inc.,WCN,Industrials,Waste and Disposal Services,NO,NO,United States,United States
Walker & Dunlop Inc.,WD,Financials,undefined,NO,NO,United States,United States
Western Digital Corp.,WDC,Technology,Computer Hardware,YES,NO,United States,United States
Waddell & Reed Financial Inc.,WDR,Financials,Asset Managers,NO,NO,United States,United States
Wisconsin Energy Corp.,WEC,Utilities,Multiutilities,YES,NO,United States,United States
Woori Finance Holdings Co. Ltd.,WF,Financials,Banks,NO,NO,South Korea,Asia-Pacific
Wells Fargo & Co.,WFC,Financials,Banks,YES,NO,United States,United States
MEMC Electronic Materials Inc.,WFR,Technology,Semiconductors,YES,NO,United States,United States
Weatherford International Ltd.,WFT,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Willbros Group Inc.,WG,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
WGL Holdings Inc.,WGL,Utilities,Gas Distribution,NO,NO,United States,United States
Winnebago Industries Inc.,WGO,Consumer Goods,Recreational Products,NO,NO,United States,United States
WSP Holdings Ltd.,WH,Oil and Gas,Oil Equipment and Services,NO,NO,China,Asia-Pacific
Westwood Holdings Group Inc.,WHG,Financials,Asset Managers,NO,NO,United States,United States
Whirlpool Corp.,WHR,Consumer Goods,Durable Household Products,YES,NO,United States,United States
Wipro Ltd.,WIT,Technology,Computer Services,NO,NO,India,Asia-Pacific
Westlake Chemical Corp.,WLK,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Whiting Petroleum Corp.,WLL,Oil and Gas,Exploration and Production,NO,NO,United States,United States
WellPoint Inc.,WLP,Health Care,Health Care Providers,YES,NO,United States,United States
Walter Energy Inc.,WLT,Basic Materials,Coal,NO,NO,United States,United States
Waste Management Inc.,WM,Industrials,Waste and Disposal Services,YES,NO,United States,United States
Williams Cos.,WMB,Oil and Gas,Pipelines,YES,NO,United States,United States
Weis Markets Inc.,WMK,Consumer Services,Food Retailers and Wholesalers,NO,NO,United States,United States
WMS Industries Inc.,WMS,Consumer Services,Gambling,NO,NO,United States,United States
Wal-Mart Stores Inc.,WMT,Consumer Services,Broadline Retailers,YES,YES,United States,United States
Wabash National Corp.,WNC,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Schiff Nutrition International Inc. Cl A,WNI,Consumer Goods,Food Products,NO,NO,United States,United States
Western Refining Inc.,WNR,Oil and Gas,Exploration and Production,NO,NO,United States,United States
WNS (Holdings) Ltd.,WNS,Industrials,Business Support Services,NO,NO,India,Asia-Pacific
Worthington Industries Inc.,WOR,Basic Materials,Iron and Steel,NO,NO,United States,United States
Watson Pharmaceuticals Inc.,WPI,Health Care,Pharmaceuticals,YES,NO,United States,United States
Washington Post Co. Cl B,WPO,Consumer Services,Publishing,YES,NO,United States,United States
Wausau Paper Corp.,WPP,Basic Materials,Paper,NO,NO,United States,United States
Westar Energy Inc.,WR,Utilities,Conventional Electricity,NO,NO,United States,United States
W.R. Berkley Corp.,WRB,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Warnaco Group Inc.,WRC,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
Washington Real Estate Investment Trust,WRE,Financials,Diversified Real Estate Investment Trusts,NO,NO,United States,United States
Weingarten Realty Investors,WRI,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Willis Group Holdings Ltd.,WSH,Financials,Insurance Brokers,NO,NO,United States,United States
Williams-Sonoma Inc.,WSM,Consumer Services,Specialty Retailers,NO,NO,United States,United States
Watsco Inc.,WSO,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
West Pharmaceutical Services Inc.,WST,Health Care,Medical Supplies,NO,NO,United States,United States
W&T Offshore Inc.,WTI,Oil and Gas,Exploration and Production,NO,NO,United States,United States
White Mountains Insurance Group Ltd.,WTM,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Aqua America Inc.,WTR,Utilities,Water,NO,NO,United States,United States
Watts Water Technologies Inc. Cl A,WTS,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Weight Watchers International Inc.,WTW,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States
Western Union Co.,WU,Financials,Consumer Finance,YES,NO,United States,United States
World Wrestling Entertainment Inc. Cl A,WWE,Consumer Services,Recreational Services,NO,NO,United States,United States
Wolverine World Wide Inc.,WWW,Consumer Goods,Footwear,NO,NO,United States,United States
WuXi Pharmatech (Cayman) Inc.,WX,Health Care,Pharmaceuticals,NO,NO,China,Asia-Pacific
Wright Express Corp.,WXS,Industrials,Financial Administration,NO,NO,United States,United States
Weyerhaeuser Co.,WY,Industrials,Building Materials and Fixtures,YES,NO,United States,United States
Wyndham Worldwide Corp.,WYN,Consumer Services,Hotels,YES,NO,United States,United States
