Name,Symbol,Industry,SubIndustry,SandP,Dow,Country,Region,
Agilent Technologies Inc.,A,Industrials,Electronic Equipment,YES,NO,United States,United States,A
Alcoa Inc.,AA,Basic Materials,Aluminum,YES,YES,United States,United States,AA
Aaron's Inc.,AAN,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,AAN
Advance Auto Parts Inc.,AAP,Consumer Services,Specialty Retailers,NO,NO,United States,United States,AAP
American Assets Trust Inc.,AAT,Financials,undefined,NO,NO,United States,United States,4
Advantage Oil & Gas Ltd.,AAV,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada,AAV
ABB Ltd.,ABB,Industrials,Industrial Machinery,NO,NO,Switzerland,Europe,ABB
AmerisourceBergen Corp.,ABC,Consumer Services,Drug Retailers,YES,NO,United States,United States,ABC
ACCO Brands Corp.,ABD,Consumer Goods,Durable Household Products,NO,NO,United States,United States,ABD
Asbury Automotive Group Inc.,ABG,Consumer Services,Specialty Retailers,NO,NO,United States,United States,ABG
AbitibiBowater Inc.,ABH,Basic Materials,undefined,NO,NO,Canada,Canada,10
ABM Industries Inc.,ABM,Industrials,Business Support Services,NO,NO,United States,United States,ABM
Arbor Realty Trust Inc.,ABR,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,ABR
Abbott Laboratories,ABT,Health Care,Pharmaceuticals,YES,NO,United States,United States,ABT
Companhia de Bebidas das Americas,ABV-C,Consumer Goods,undefined,NO,NO,Brazil,Latin America,14
AboveNet Inc.,ABVT,Telecommunications,Fixed Line Telecommunications,NO,NO,United States,United States,ABVT
Barrick Gold Corp.,ABX,Basic Materials,Gold Mining,NO,NO,Canada,Canada,ABX
American Campus Communities Inc.,ACC,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States,ACC
ACE Ltd.,ACE,Financials,Property and Casualty Insurance,NO,NO,United States,United States,ACE
Aluminum Corp. of China Ltd.,ACH,Basic Materials,Aluminum,NO,NO,China,Asia-Pacific,ACH
Arch Coal Inc.,ACI,Basic Materials,Coal,NO,NO,United States,United States,ACI
AECOM Technology Corp.,ACM,Industrials,Business Support Services,NO,NO,United States,United States,ACM
Accenture PLC Cl A,ACN,Industrials,Business Support Services,NO,NO,United States,United States,ACN
AMCOL International Corp.,ACO,Basic Materials,General Mining,NO,NO,United States,United States,ACO
Active Network Inc.,ACTV,Technology,undefined,NO,NO,United States,United States,24
Accuride Corp.,ACW,Industrials,undefined,NO,NO,United States,United States,25
Agree Realty Corp.,ADC,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,ADC
Analog Devices Inc.,ADI,Technology,Semiconductors,YES,NO,United States,United States,ADI
Archer Daniels Midland Co.,ADM,Consumer Goods,Food Products,YES,NO,United States,United States,ADM
Alliance Data Systems Corp.,ADS,Industrials,Financial Administration,NO,NO,United States,United States,ADS
American Dairy Inc.,ADY,Consumer Goods,Food Products,NO,NO,United States,United States,ADY
Advance America Cash Advance Centers Inc.,AEA,Financials,Consumer Finance,NO,NO,United States,United States,AEA
Associated Estates Realty Corp.,AEC,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States,AEC
Ameren Corp.,AEE,Utilities,Multiutilities,YES,NO,United States,United States,AEE
Aegon N.V.,AEG,Financials,Life Insurance,NO,NO,Netherlands,Europe,AEG
American Equity Investment Life Holding Co.,AEL,Financials,Life Insurance,NO,NO,United States,United States,AEL
Agnico-Eagle Mines Ltd.,AEM,Basic Materials,Gold Mining,NO,NO,Canada,Canada,AEM
American Eagle Outfitters Inc.,AEO,Consumer Services,Apparel Retailers,NO,NO,United States,United States,AEO
American Electric Power Co. Inc.,AEP,Utilities,Conventional Electricity,YES,NO,United States,United States,AEP
AerCap Holdings N.V.,AER,Industrials,Transportation Services,NO,NO,Netherlands,Europe,AER
AES Corp.,AES,Utilities,Conventional Electricity,YES,NO,United States,United States,AES
Aetna Inc.,AET,Health Care,Health Care Providers,YES,NO,United States,United States,AET
Astoria Financial Corp.,AF,Financials,Banks,NO,NO,United States,United States,AF
American Financial Group Inc.,AFG,Financials,Property and Casualty Insurance,NO,NO,United States,United States,AFG
AFLAC Inc.,AFL,Financials,Life Insurance,YES,NO,United States,United States,AFL
First Majestic Silver Corp.,AG,Basic Materials,Silver,NO,NO,Canada,Canada,45
AGCO Corp.,AGCO,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,AGCO
Federal Agricultural Mortgage Corp. Cl C,AGM,Financials,Mortgage Finance,NO,NO,United States,United States,AGM
Allergan Inc.,AGN,Health Care,Pharmaceuticals,YES,NO,United States,United States,AGN
Assured Guaranty Ltd.,AGO,Financials,Property and Casualty Insurance,NO,NO,United States,United States,AGO
AMERIGROUP Corp.,AGP,Health Care,Health Care Providers,NO,NO,United States,United States,AGP
Adecoagro S.A.,AGRO,Consumer Goods,undefined,NO,NO,United States,United States,51
Agrium Inc.,AGU,Basic Materials,Specialty Chemicals,NO,NO,Canada,Canada,AGU
Accretive Health Inc.,AH,Health Care,undefined,NO,NO,United States,United States,53
A. H. Belo Corp. Series A,AHC,Consumer Services,Publishing,NO,NO,United States,United States,AHC
Aspen Insurance Holdings Ltd.,AHL,Financials,Reinsurance,NO,NO,United States,United States,AHL
AMN Healthcare Services Inc.,AHS,Industrials,Business Training and Employment Agencies,NO,NO,United States,United States,AHS
Ashford Hospitality Trust Inc.,AHT,Financials,Hotel and Lodging Real Estate Investment Trusts,NO,NO,United States,United States,AHT
Arlington Asset Investment Corp. Cl A,AI,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,AI
American International Group Inc.,AIG,Financials,Full Line Insurance,YES,NO,United States,United States,AIG
Albany International Corp. Cl A,AIN,Industrials,Industrial Machinery,NO,NO,United States,United States,AIN
Alliance HealthCare Services Inc.,AIQ,Health Care,Health Care Providers,NO,NO,United States,United States,AIQ
AAR Corp.,AIR,Industrials,Aerospace,NO,NO,United States,United States,AIR
Applied Industrial Technologies Inc.,AIT,Industrials,Industrial Suppliers,NO,NO,United States,United States,AIT
Apartment Investment & Management Co.,AIV,Financials,Residential Real Estate Investment Trusts,YES,NO,United States,United States,AIV
Assurant Inc.,AIZ,Financials,Life Insurance,YES,NO,United States,United States,AIZ
Arthur J. Gallagher & Co.,AJG,Financials,Property and Casualty Insurance,NO,NO,United States,United States,AJG
Embotelladora Andina S.A. (Series A),AKO-A,Consumer Goods,Soft Drinks,NO,NO,Chile,Latin America,AKO-A
Embotelladora Andina S.A. (Series B),AKO-B,Consumer Goods,Soft Drinks,NO,NO,Chile,Latin America,AKO-B
Acadia Realty Trust,AKR,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,AKR
AK Steel Holding Corp.,AKS,Basic Materials,Iron and Steel,YES,NO,United States,United States,AKS
Air Lease Corp.,AL,Industrials,undefined,NO,NO,United States,United States,71
Albemarle Corp.,ALB,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,ALB
Assisted Living Concepts Inc. Cl A,ALC,Health Care,Health Care Providers,NO,NO,United States,United States,ALC
Allete Inc.,ALE,Utilities,Conventional Electricity,NO,NO,United States,United States,ALE
Alexander & Baldwin Inc.,ALEX,Industrials,Marine Transportation,NO,NO,United States,United States,ALEX
Alamo Group Inc.,ALG,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,ALG
Alon USA Energy Inc.,ALJ,Oil and Gas,Exploration and Production,NO,NO,United States,United States,ALJ
Alaska Air Group Inc.,ALK,Consumer Services,Airlines,NO,NO,United States,United States,ALK
Allstate Corp.,ALL,Financials,Property and Casualty Insurance,YES,NO,United States,United States,ALL
Alere Inc.,ALR,Health Care,undefined,NO,NO,United States,United States,80
Alcatel-Lucent,ALU,Technology,Telecommunications Equipment,NO,NO,France,Europe,ALU
Autoliv Inc.,ALV,Consumer Goods,Auto Parts,NO,NO,Sweden,Europe,ALV
Alexander's Inc.,ALX,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,ALX
American Greetings Corp. Cl A,AM,Consumer Services,Publishing,NO,NO,United States,United States,AM
Ambow Education Holding Ltd.,AMBO,Industrials,undefined,NO,NO,China,Asia-Pacific,85
Advanced Micro Devices Inc.,AMD,Technology,Semiconductors,YES,NO,United States,United States,AMD
Ametek Inc.,AME,Industrials,Electronic Equipment,NO,NO,United States,United States,AME
Affiliated Managers Group Inc.,AMG,Financials,Asset Managers,NO,NO,United States,United States,AMG
Ameriprise Financial Inc.,AMP,Financials,Investment Services,YES,NO,United States,United States,AMP
AMR Corp.,AMR,Consumer Services,Airlines,NO,NO,United States,United States,AMR
Ameresco Inc. Cl A,AMRC,Industrials,undefined,NO,NO,United States,United States,91
American Tower Corp. Cl A,AMT,Technology,Telecommunications Equipment,YES,NO,United States,United States,AMT
Apollo Residential Mortgage Inc.,AMTG,Financials,undefined,NO,NO,United States,United States,93
America Movil S.A.B. de C.V.,AMX,Telecommunications,Mobile Telecommunications,NO,NO,Mexico,Latin America,AMX
AutoNation Inc.,AN,Consumer Services,Specialty Retailers,YES,NO,United States,United States,AN
Abercrombie & Fitch Co.,ANF,Consumer Services,Apparel Retailers,YES,NO,United States,United States,ANF
Anworth Mortgage Asset Corp.,ANH,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,ANH
Ann Taylor Stores Corp.,ANN,Consumer Services,Apparel Retailers,NO,NO,United States,United States,ANN
Alpha Natural Resources Inc.,ANR,Basic Materials,Coal,NO,NO,United States,United States,ANR
Aegean Marine Petroleum Network Inc.,ANW,Industrials,Marine Transportation,NO,NO,Greece,Europe,ANW
American Oriental Bioengineering Inc.,AOB,Consumer Goods,Food Products,NO,NO,China,Asia-Pacific,AOB
Alliance One International Inc.,AOI,Consumer Goods,Tobacco,NO,NO,United States,United States,AOI
AOL Inc.,AOL,Technology,Technology,NO,NO,United States,United States,AOL
AON Corp.,AON,Financials,Insurance,NO,NO,United States,United States,AON
A.O. Smith Corp.,AOS,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,AOS
Ampco-Pittsburgh Corp.,AP,Basic Materials,Iron and Steel,NO,NO,United States,United States,AP
Apache Corp.,APA,Oil and Gas,Exploration and Production,YES,NO,United States,United States,APA
Anadarko Petroleum Corp.,APC,Oil and Gas,Exploration and Production,YES,NO,United States,United States,APC
Air Products & Chemicals Inc.,APD,Basic Materials,Commodity Chemicals,YES,NO,United States,United States,APD
Amphenol Corp. Cl A,APH,Industrials,Electrical Components and Equipment,YES,NO,United States,United States,APH
Arbitron Inc.,ARB,Consumer Services,Media Agencies,NO,NO,United States,United States,ARB
American Reprographics Co.,ARC,Industrials,undefined,NO,NO,United States,United States,112
Arcos Dorados Holdings Inc. Cl A,ARCO,Consumer Services,undefined,NO,NO,United States,United States,113
Alexandria Real Estate Equities Inc.,ARE,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States,ARE
Airgas Inc.,ARG,Basic Materials,Commodity Chemicals,YES,NO,United States,United States,ARG
Apollo Commercial Real Estate Finance Inc.,ARI,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,ARI
American Realty Investors Inc.,ARL,Financials,Real Estate Holding and Development,NO,NO,United States,United States,ARL
Aeropostale Inc.,ARO,Consumer Services,Apparel Retailers,NO,NO,United States,United States,ARO
Armour Residential REIT Inc.,ARR,Financials,undefined,NO,NO,United States,United States,119
Artio Global Investors Inc. Cl A,ART,Financials,Asset Managers,NO,NO,United States,United States,ART
Arrow Electronics Inc.,ARW,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,ARW
Aeroflex Holding Corp.,ARX,Industrials,undefined,NO,NO,United States,United States,122
Ashland Inc.,ASH,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,ASH
American Safety Insurance Holdings Ltd.,ASI,Financials,Property and Casualty Insurance,NO,NO,United States,United States,ASI
Grupo Aeroportuario del Sureste S.A.B. de C.V,ASR,Industrials,Transportation Services,NO,NO,Mexico,Latin America,ASR
Advanced Semiconductor Engineering Inc.,ASX,Technology,Semiconductors,NO,NO,Taiwan,Asia-Pacific,ASX
Atlantic Power Corp.,AT,Utilities,Electric Utilities,NO,NO,Canada,Canada,127
Advantest Corp.,ATE,Technology,Semiconductors,NO,NO,Japan,Asia-Pacific,ATE
Allegheny Technologies Inc.,ATI,Basic Materials,Iron and Steel,YES,NO,United States,United States,ATI
Alliant Techsystems Inc.,ATK,Industrials,Defense,NO,NO,United States,United States,ATK
Atmos Energy Corp.,ATO,Utilities,Gas Distribution,NO,NO,United States,United States,ATO
Aptargroup Inc.,ATR,Industrials,Containers and Packaging,NO,NO,United States,United States,ATR
Actuant Corp. Cl A,ATU,Industrials,Diversified Industrials,NO,NO,United States,United States,ATU
Acorn International Inc.,ATV,Consumer Services,Broadline Retailers,NO,NO,China,Asia-Pacific,ATV
Atwood Oceanics Inc.,ATW,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,ATW
AngloGold Ashanti Ltd.,AU,Basic Materials,Gold Mining,NO,NO,South Africa,MidEast-Africa,AU
AU Optronics Corp.,AUO,Technology,Computer Hardware,NO,NO,Taiwan,Asia-Pacific,AUO
AuRico Gold Inc.,AUQ,Basic Materials,undefined,NO,NO,Canada,Canada,138
Yamana Gold Inc.,AUY,Basic Materials,Gold Mining,NO,NO,Canada,Canada,AUY
Aviva PLC (ADS),AV,Financials,Life Insurance,NO,NO,United Kingdom,Europe,AV
Avista Corp.,AVA,Utilities,Multiutilities,NO,NO,United States,United States,AVA
Avalonbay Communities Inc.,AVB,Financials,Residential Real Estate Investment Trusts,YES,NO,United States,United States,AVB
American Vanguard Corp.,AVD,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,AVD
Avon Products Inc.,AVP,Consumer Goods,Personal Products,YES,NO,United States,United States,AVP
Avnet Inc.,AVT,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,AVT
AVX Corp.,AVX,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,AVX
Avery Dennison Corp.,AVY,Basic Materials,Specialty Chemicals,YES,NO,United States,United States,AVY
Alumina Ltd.,AWC,Basic Materials,Aluminum,NO,NO,Australia,Asia-Pacific,AWC
Allied World Assurance Co. Holdings Ltd.,AWH,Financials,Property and Casualty Insurance,NO,NO,United States,United States,AWH
Armstrong World Industries Inc.,AWI,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,AWI
American Water Works Co.,AWK,Utilities,Water,NO,NO,United States,United States,AWK
American States Water Co.,AWR,Utilities,Water,NO,NO,United States,United States,AWR
Anixter International Inc.,AXE,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,AXE
American Axle & Manufacturing Holdings Inc.,AXL,Consumer Goods,Auto Parts,NO,NO,United States,United States,AXL
American Express Co.,AXP,Financials,Consumer Finance,YES,YES,United States,United States,AXP
Amrep Corp.,AXR,Industrials,Business Support Services,NO,NO,United States,United States,AXR
Axis Capital Holdings Ltd.,AXS,Financials,Property and Casualty Insurance,NO,NO,United States,United States,AXS
Acuity Brands Inc.,AYI,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,AYI
Aircastle Ltd.,AYR,Industrials,Transportation Services,NO,NO,United States,United States,AYR
AstraZeneca PLC,AZN,Health Care,Pharmaceuticals,NO,NO,United Kingdom,Europe,AZN
AutoZone Inc.,AZO,Consumer Services,Specialty Retailers,YES,NO,United States,United States,AZO
AZZ Inc.,AZZ,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,AZZ
Barnes Group Inc.,B,Industrials,Industrial Suppliers,NO,NO,United States,United States,B
Boeing Co.,BA,Industrials,Aerospace,YES,YES,United States,United States,BA
Bank of America Corp.,BAC,Financials,Banks,YES,YES,United States,United States,BAC
Booz Allen & Hamilton Inc.,BAH,Industrials,undefined,NO,NO,United States,United States,166
Baltic Trading Ltd.,BALT,Industrials,undefined,NO,NO,United States,United States,167
Brookfield Asset Management Inc. Cl A,BAM,Financials,Real Estate Holding and Development,NO,NO,Canada,Canada,BAM
Credicorp Ltd.,BAP,Financials,Banks,NO,NO,Peru,Latin America,BAP
Basic Energy Services Inc.,BAS,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,BAS
Baxter International Inc.,BAX,Health Care,Medical Supplies,YES,NO,United States,United States,BAX
Bill Barrett Corp.,BBG,Oil and Gas,Exploration and Production,NO,NO,United States,United States,BBG
BHP Billiton PLC,BBL,Basic Materials,General Mining,NO,NO,United Kingdom,Europe,BBL
BB&T Corp.,BBT,Financials,Banks,YES,NO,United States,United States,BBT
Banco Bilbao Vizcaya Argentaria S.A.,BBVA,Financials,Banks,NO,NO,Spain,Europe,BBVA
Build-A-Bear Workshop Inc.,BBW,Consumer Services,Specialty Retailers,NO,NO,United States,United States,BBW
BankAtlantic Bancorp Inc. Cl A,BBX,Financials,Banks,NO,NO,United States,United States,BBX
Best Buy Co. Inc.,BBY,Consumer Services,Specialty Retailers,YES,NO,United States,United States,BBY
Brunswick Corp.,BC,Consumer Goods,Recreational Products,NO,NO,United States,United States,BC
CorpBanca S.A.,BCA,Financials,Banks,NO,NO,Chile,Latin America,BCA
BCE Inc.,BCE,Telecommunications,Fixed Line Telecommunications,NO,NO,Canada,Canada,BCE
Bonanza Creek Energy Inc.,BCEI,Oil and Gas,undefined,NO,NO,United States,United States,182
Banco de Chile,BCH,Financials,Banks,NO,NO,Chile,Latin America,BCH
Brink's Co.,BCO,Industrials,Business Support Services,NO,NO,United States,United States,BCO
C.R. Bard Inc.,BCR,Health Care,Medical Supplies,NO,NO,United States,United States,BCR
Barclays PLC,BCS,Financials,Banks,NO,NO,United Kingdom,Europe,BCS
Belden Inc.,BDC,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,BDC
Brandywine Realty Trust,BDN,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States,BDN
Becton Dickinson & Co.,BDX,Health Care,Medical Supplies,NO,NO,United States,United States,BDX
Beam Inc.,BEAM,Consumer Goods,undefined,NO,NO,United States,United States,190
Strategic Hotels & Resorts Inc.,BEE,Financials,Hotel and Lodging Real Estate Investment Trusts,NO,NO,United States,United States,BEE
Franklin Resources Inc.,BEN,Financials,Asset Managers,YES,NO,United States,United States,BEN
Brown-Forman Corp. Cl A,BF-A,Consumer Goods,Distillers and Vintners,NO,NO,United States,United States,BF-A
Brown-Forman Corp. Cl B,BF-B,Consumer Goods,Distillers and Vintners,NO,NO,United States,United States,BF-B
BBVA Banco Frances S.A.,BFR,Financials,Banks,NO,NO,Argentina,Latin America,BFR
Saul Centers Inc.,BFS,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,BFS
Bunge Ltd.,BG,Consumer Goods,Food Products,NO,NO,United States,United States,BG
General Cable Corp.,BGC,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,BGC
Briggs & Stratton Corp.,BGG,Consumer Goods,Durable Household Products,NO,NO,United States,United States,BGG
B&G Foods Inc. Cl A,BGS,Consumer Goods,Food Products,NO,NO,United States,United States,BGS
Biglari Holdings Inc.,BH,Consumer Services,undefined,NO,NO,United States,United States,201
Benchmark Electronics Inc.,BHE,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,BHE
Baker Hughes Inc.,BHI,Oil and Gas,Oil Equipment and Services,YES,NO,United States,United States,BHI
BHP Billiton Ltd.,BHP,Basic Materials,General Mining,NO,NO,Australia,Asia-Pacific,BHP
Sotheby's,BID,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,BID
Big Lots Inc.,BIG,Consumer Services,Broadline Retailers,YES,NO,United States,United States,BIG
IESI-BFC Ltd.,BIN,Industrials,Waste and Disposal Services,NO,NO,Canada,Canada,BIN
Bio-Rad Laboratories Inc.,BIO,Health Care,Medical Equipment,NO,NO,United States,United States,BIO
Bio-Rad Laboratories Inc. Cl B,BIO-B,Health Care,undefined,NO,NO,United States,United States,209
Bitauto Holdings Ltd.,BITA,Consumer Services,undefined,NO,NO,United States,United States,210
Bank of New York Mellon Corp.,BK,Financials,Asset Managers,YES,NO,United States,United States,BK
Brookdale Senior Living Inc.,BKD,Health Care,Health Care Providers,NO,NO,United States,United States,BKD
Buckle Inc.,BKE,Consumer Services,Apparel Retailers,NO,NO,United States,United States,BKE
Black Hills Corp.,BKH,Utilities,Conventional Electricity,NO,NO,United States,United States,BKH
Buckeye Technologies Inc.,BKI,Basic Materials,Paper,NO,NO,United States,United States,BKI
Barnes & Noble Inc.,BKS,Consumer Services,Specialty Retailers,NO,NO,United States,United States,BKS
BankUnited Inc.,BKU,Financials,undefined,NO,NO,United States,United States,217
Belo Corp. Series A,BLC,Consumer Services,Broadcasting and Entertainment,NO,NO,United States,United States,BLC
BlackRock Inc.,BLK,Financials,Asset Managers,NO,NO,United States,United States,BLK
Ball Corp.,BLL,Industrials,Containers and Packaging,YES,NO,United States,United States,BLL
Blount International Inc.,BLT,Consumer Goods,Durable Household Products,NO,NO,United States,United States,BLT
Banco Latinoamericano de Comercio Exterior S.,BLX,Financials,Banks,NO,NO,Panama,Latin America,BLX
Banco Macro S.A.,BMA,Financials,Banks,NO,NO,Argentina,Latin America,BMA
Badger Meter Inc.,BMI,Industrials,Electronic Equipment,NO,NO,United States,United States,BMI
Bank of Montreal,BMO,Financials,Banks,NO,NO,Canada,Canada,BMO
BioMed Realty Trust Inc.,BMR,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States,BMR
Bemis Co. Inc.,BMS,Industrials,Containers and Packaging,YES,NO,United States,United States,BMS
Bristol-Myers Squibb Co.,BMY,Health Care,Pharmaceuticals,YES,NO,United States,United States,BMY
Bank of Nova Scotia,BNS,Financials,Banks,NO,NO,Canada,Canada,BNS
Bank of Hawaii Corp.,BOH,Financials,Banks,NO,NO,United States,United States,BOH
China New Borun Corp.,BORN,Consumer Goods,undefined,NO,NO,China,Asia-Pacific,231
SeaCube Container Leasing Ltd.,BOX,Industrials,undefined,NO,NO,United States,United States,232
BP PLC,BP,Oil and Gas,Integrated Oil and Gas,NO,NO,United Kingdom,Europe,BP
Bridgepoint Education Inc.,BPI,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,BPI
Brookfield Properties Corp.,BPO,Financials,Real Estate Holding and Development,NO,NO,Canada,Canada,BPO
BPZ Resources Inc.,BPZ,Oil and Gas,Exploration and Production,NO,NO,United States,United States,BPZ
Broadridge Financial Solutions Inc.,BR,Industrials,Financial Administration,NO,NO,United States,United States,BR
Brady Corp. Cl A,BRC,Industrials,Electronic Equipment,NO,NO,United States,United States,BRC
BRE Properties Inc.,BRE,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States,BRE
BRF-Brazil Foods S-A,BRFS,Consumer Goods,undefined,NO,NO,Brazil,Latin America,240
Berkshire Hathaway Inc. Cl A,BRK-A,Financials,Reinsurance,NO,NO,United States,United States,BRK-A
Berkshire Hathaway Inc. Cl B,BRK-B,Financials,Reinsurance,NO,NO,United States,United States,BRK-B
Brown & Brown Inc.,BRO,Financials,Property and Casualty Insurance,NO,NO,United States,United States,BRO
Brookfield Residential Properties Inc.,BRP,Consumer Goods,undefined,NO,NO,United States,United States,244
Bristow Group Inc.,BRS,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,BRS
BRT Realty Trust,BRT,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,BRT
Berry Petroleum Co. Cl A,BRY,Oil and Gas,Exploration and Production,NO,NO,United States,United States,BRY
Blue Square-Israel Ltd.,BSI,Consumer Services,Food Retailers and Wholesalers,NO,NO,Israel,MidEast-Africa,BSI
Boston Scientific Corp.,BSX,Health Care,Medical Equipment,YES,NO,United States,United States,BSX
BT Group PLC,BT,Telecommunications,Fixed Line Telecommunications,NO,NO,United Kingdom,Europe,BT
Baytex Energy Trust Un,BTE,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada,BTE
BLYTH Inc.,BTH,Consumer Goods,Nondurable Household Products,NO,NO,United States,United States,BTH
Brasil Telecom S-A,BTM-C,Telecommunications,undefined,NO,NO,Brazil,Latin America,253
Peabody Energy Corp.,BTU,Basic Materials,Coal,YES,NO,United States,United States,BTU
Anheuser-Busch Inbev,BUD,Consumer Goods,Brewers,NO,NO,Belgium,Europe,BUD
Compania de Minas Buenaventura S.A.,BVN,Basic Materials,Gold Mining,NO,NO,Peru,Latin America,BVN
BorgWarner Inc.,BWA,Consumer Goods,Auto Parts,NO,NO,United States,United States,BWA
Babcock & Wilcox Co.,BWC,Industrials,undefined,NO,NO,United States,United States,258
Brown Shoe Co. Inc.,BWS,Consumer Services,Apparel Retailers,NO,NO,United States,United States,BWS
BlueLinx Holdings Inc.,BXC,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,BXC
Bluegreen Corp.,BXG,Consumer Services,Hotels,NO,NO,United States,United States,BXG
Boston Properties Inc.,BXP,Financials,Industrial and Office Real Estate Investment Trusts,YES,NO,United States,United States,BXP
BancorpSouth Inc.,BXS,Financials,Banks,NO,NO,United States,United States,BXS
Boyd Gaming Corp.,BYD,Consumer Services,Gambling,NO,NO,United States,United States,BYD
Bally Technologies Inc.,BYI,Consumer Services,Gambling,NO,NO,United States,United States,BYI
Boise Inc.,BZ,Basic Materials,Paper,NO,NO,United States,United States,BZ
Beazer Homes USA Inc.,BZH,Consumer Goods,Home Construction,NO,NO,United States,United States,BZH
Citigroup Inc.,C,Financials,Banks,YES,NO,United States,United States,C
Cabela's Inc.,CAB,Consumer Services,Specialty Retailers,NO,NO,United States,United States,CAB
CACI International Inc. Cl A,CACI,Technology,Computer Services,NO,NO,United States,United States,CACI
CAE Inc.,CAE,Industrials,Aerospace,NO,NO,Canada,Canada,CAE
ConAgra Foods Inc.,CAG,Consumer Goods,Food Products,YES,NO,United States,United States,CAG
Cardinal Health Inc.,CAH,Consumer Services,Drug Retailers,YES,NO,United States,United States,CAH
Canon Inc.,CAJ,Technology,Electronic Office Equipment,NO,NO,Japan,Asia-Pacific,CAJ
Calix Inc.,CALX,Technology,undefined,NO,NO,United States,United States,275
Cameron International Corp.,CAM,Oil and Gas,Oil Equipment and Services,YES,NO,United States,United States,CAM
CAI International Inc.,CAP,Industrials,Containers and Packaging,NO,NO,United States,United States,CAP
A.M. Castle & Co.,CAS,Industrials,Industrial Suppliers,NO,NO,United States,United States,CAS
Cascade Corp.,CASC,Industrials,Commerical Vehicles and Trucks,NO,NO,Canada,Canada,CASC
Caterpillar Inc.,CAT,Industrials,Commerical Vehicles and Trucks,YES,YES,United States,United States,CAT
Cato Corp. Cl A,CATO,Consumer Services,Apparel Retailers,NO,NO,United States,United States,CATO
Chubb Corp.,CB,Financials,Property and Casualty Insurance,YES,NO,United States,United States,CB
Cincinnati Bell Inc.,CBB,Telecommunications,Fixed Line Telecommunications,NO,NO,United States,United States,CBB
Cooper Industries PLC Cl A,CBE,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,CBE
CB Richard Ellis Group Inc. Cl A,CBG,Financials,Real Estate Services,YES,NO,United States,United States,CBG
Chicago Bridge & Iron Co. N.V.,CBI,Industrials,Heavy Construction,NO,NO,Netherlands,Europe,CBI
Christopher & Banks Corp.,CBK,Consumer Services,Apparel Retailers,NO,NO,United States,United States,CBK
CBL & Associates Properties Inc.,CBL,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,CBL
Cambrex Corp.,CBM,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,CBM
Ciber Inc.,CBR,Technology,Computer Services,NO,NO,United States,United States,CBR
CBS Corp. Cl B,CBS,Consumer Services,Broadcasting and Entertainment,YES,NO,United States,United States,CBS
CBS Corp. Cl A,CBS-A,Consumer Services,undefined,NO,NO,United States,United States,292
Cabot Corp.,CBT,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,CBT
Community Bank System Inc.,CBU,Financials,Banks,NO,NO,United States,United States,CBU
